0;1.14. Лицо, осуществляющее функции единоличного исполнительного органа общества, обеспечивает соответствие сведений об участниках общества и о принадлежащих им долях или частях долей в уставном капитале общества, о долях или частях долей, принадлежащих обществу, сведениям, содержащимся в Едином государственном реестре юридических лиц, и нотариально удостоверенным сделкам по переходу долей в уставном капитале общества, о которых стало известно обществу.
0;1.15. Каждый участник общества обязан информировать своевременно общество об изменении сведений о своем имени или наименовании, месте жительства или месте нахождения, а также сведений о принадлежащих ему долях в уставном капитале общества. В случае непредставления участником общества информации об изменении сведений о себе общество не несет ответственность за причиненные в связи с этим убытки.
0;1.16. Общество и не уведомившие общество об изменении соответствующих сведений участники общества не вправе ссылаться на несоответствие сведений, указанных в списке участников общества, сведениям, содержащимся в Едином государственном реестре юридических лиц, в отношениях с третьими лицами, действовавшими только с учетом сведений, указанных в списке участников общества.
0;1.17. В случае возникновения споров по поводу несоответствия сведений, указанных в списке участников общества, сведениям, содержащимся в Едином государственном реестре юридических лиц, право на долю или часть доли в уставном капитале общества устанавливается на основании сведений, содержащихся в Едином государственном реестре юридических лиц.В случае возникновения споров по поводу недостоверности сведений о принадлежности права на долю или часть доли, содержащихся в Едином государственном реестре юридических лиц, право на долю или часть доли устанавливается на основании договора или иного подтверждающего возникновение у учредителя права на долю или часть доли документа.
0;2. ПРЕДМЕТ И ЦЕЛИ ДЕЯТЕЛЬНОСТИ
0;2.1. Целями деятельности общества являются расширение рынка товаров и услуг, а также извлечение прибыли.
0;"2.2. Для достижения вышеуказанных целей общество, в соответствии с законодательством Российской Федерации, осуществляет розничную торговлю фармацевтическими товарами, а именно: реализацию готовых лекарственных средств, предметов медицинского назначения, средств ухода, предметов гигиены; реализацию гомеопатических препаратов; реализацию медицинских инструментов; реализацию оптики; изготовление и фасовку лекарственных препаратов и гомеопатических средств; реализацию средств и препаратов ветеринарного назначения; реализацию препаратов лечебного, детского, диетического питания; реализацию лечебных парфюмерно-косметических средств; реализацию фармацевтической справочно-информационной литературы; оказание медико-социальных услуг;2.4. Общество может осуществлять иные виды деятельности и оказывать другие услуги физическим и юридическим лицам, если они не противоречат законодательству, а также условиям выданной лицензии."
0;2.5. Общество осуществляет внешнеэкономическую деятельность в соответствии с законодательством Российской Федерации.
0;3. ОТВЕТСТВЕННОСТЬ ОБЩЕСТВА
0;3.1. Общество несет ответственность по своим обязательствам всем принадлежащим ему имуществом.
0;3.2. Общество не отвечает по обязательствам участников.
0;3.3. В случае несостоятельности (банкротства) общества по вине его участника или по вине других лиц, которые имеют право давать обязательные для общества указания либо иным образом имеют возможность определять его действия, на указанного участника или других лиц в случае недостаточности имущества общества может быть возложена субсидиарная ответственность по его обязательствам.
0;3.4. Российская Федерация, субъекты Российской Федерации и муниципальные образования не несут ответственности по обязательствам общества, равно как и общество не несет ответственности по обязательствам Российской Федерации, субъектов Российской Федерации, муниципальных образований и не отвечает по обязательствам своих участников.
0;4. ФИЛИАЛЫ И ПРЕДСТАВИТЕЛЬСТВА ОБЩЕСТВА
0;4.1. Общество может создавать филиалы и открывать представительства по решению общего собрания участников общества, принятому большинством не менее двух третей голосов от общего числа голосов участников общества.
0;4.2. Филиал и представительство общества не являются юридическими лицами и действуют на основании утвержденных обществом положений. Филиал и представительство наделяются имуществом, создавшим их обществом.
0;4.3. Руководители филиалов и представительств общества назначаются обществом и действуют на основании его доверенности.
0;4.4. Филиалы и представительства общества осуществляют свою деятельность от имени создавшего их общества. Ответственность за деятельность филиала и представительства общества несет создавшее их общество.
0;5. ДОЧЕРНИЕ И ЗАВИСИМЫЕ ОБЩЕСТВА
0;5.1. Общество может иметь дочерние и зависимые хозяйственные общества с правами юридического лица. Основания, по которым общество признается дочерним (зависимым), устанавливаются законом.
0;5.2. Дочернее общество не отвечает по долгам основного хозяйственного общества.Основное хозяйственное общество, которое имеет право давать дочернему обществу обязательные для него указания, отвечает солидарно с дочерним обществом по сделкам, заключенным последним во исполнение таких указаний.
0;5.3. В случае несостоятельности (банкротства) дочернего общества по вине основного хозяйственного общества последнее несет при недостаточности имущества дочернего общества субсидиарную ответственность по его долгам. Участники дочернего общества вправе требовать возмещения основным обществом убытков, причиненных по его вине дочернему обществу.
0;6. ПРАВА УЧАСТНИКОВ ОБЩЕСТВА
0;"6.1. Участники общества вправе: участвовать в управлении делами общества, в том числе путем участия в Общих собраниях участников, лично или через своего представителя; получать информацию о деятельности общества, знакомиться с бухгалтерскими книгами и иной документацией, в том числе с протоколами Общих собраний участников и делать выписки из них, в установленном порядке; принимать участие в распределении прибыли; получать свою долю прибыли из части прибыли, подлежащей распределению среди участников, в установленном порядке; продать или осуществить отчуждение иным образом своей доли или части доли в уставном капитале общества одному или нескольким участникам Общества либо другому лицу в порядке, предусмотренном уставом общества; выйти из общества путем отчуждения своей доли обществу независимо от согласия других его участников или потребовать приобретения обществом доли в случаях, предусмотренных Федеральным законом «Об обществах с ограниченной ответственностью»; получить в случае ликвидации общества часть имущества, оставшегося после расчетов с кредиторами, или его стоимость;6.2. Помимо вышеуказанных прав, по единогласному решению Общего собрания участников Участнику (Участникам) могут быть предоставлены иные (дополнительные) права, которые в случае отчуждения его доли или части доли к приобретателю доли или части доли не переходят."
0;7. ОБЯЗАННОСТИ УЧАСТНИКОВ ОБЩЕСТВА
0;"7.1. Участники общества обязаны: оплачивать доли в уставном капитале общества в порядке, в размерах и в сроки, которые предусмотрены Федеральным законом «Об обществах с ограниченной ответственностью» и договором об учреждении общества; не разглашать конфиденциальную информацию о деятельности общества;выполнять принятые на себя обязательства по отношению к обществу и другим участникам;"
0;"лично или через своего представителя принимать участие в Общих собраниях участников;"
0;оказывать содействие обществу в осуществлении им своей деятельности.
0;7.2. Участники общества несут и другие обязанности, предусмотренные Федеральным законом «Об обществах с ограниченной ответственностью», настоящим Уставом и Общим собранием участников. Дополнительные обязанности, возложенные на определенного участника общества, в случае отчуждения его доли или части доли к приобретателю доли или части доли не переходят.
0;7.3. За невыполнение обязанностей участник несет ответственность в порядке, определенном законодательством Российской Федерации.
0;8. УСТАВНЫЙ КАПИТАЛ ОБЩЕСТВА. ДОЛИ В УСТАВНОМ КАПИТАЛЕ ОБЩЕСТВА
0;8.1. Уставный капитал общества определен в размере 10 000 рублей 00 копеек.
0;8.2. Уставный капитал общества составлен из номинальной стоимости долей, приобретенных участниками.
0;8.3. Уставный капитал общества с ограниченной ответственностью на момент регистрации общества оплачен его участниками полностью (100%) на сумму 10 000 рублей 00 копеек денежными средствами в валюте Российской Федерации.
0;8.4. Уставный капитал определяет минимальный размер имущества общества, гарантирующего интересы его кредиторов.
0;8.5. Не допускается освобождение участника общества от обязанности оплаты доли в уставном капитале общества.
0;8.6. Действительная стоимость доли участника общества соответствует части стоимости чистых активов общества, пропорциональной размеру его доли.
0;8.7. Оплата долей в уставном капитале общества может осуществляться деньгами, ценными бумагами, другими вещами или имущественными правами либо иными имеющими денежную оценку правами.
0;8.8. Денежная оценка неденежной оплаты доли в уставном капитале общества, вносимой участником общества и принимаемой в общество третьими лицами, утверждается решением Общего собрания участников общества, принимаемым всеми участниками общества единогласно. Если номинальная стоимость или увеличение номинальной стоимости доли участника общества в уставном капитале общества, оплачиваемой неденежными средствами, составляет более чем двадцать тысяч рублей, в целях определения стоимости этого имущества должен привлекаться независимый оценщик при условии, что иное не предусмотрено законодательством.
0;8.9. В случае прекращения у общества права пользования имуществом до истечения срока, на который такое имущество было передано в пользование обществу для оплаты доли в уставный капитал, участник общества, передавший имущество, обязан предоставить обществу по его требованию денежную компенсацию, равную плате за пользование таким же имуществом на подобных условиях в течение оставшегося срока. Денежная компенсация должна быть предоставлена единовременно в 30-дневный срок с момента предъявления обществом требования о ее предоставлении. Такое решение принимается Общим собранием участников общества без учета голосов участника общества, передавшего обществу в качестве оплаты доли в уставный капитал право пользования имуществом, которое прекратилось досрочно.
0;8.10. Имущество, переданное исключенным или вышедшим из общества участником в пользование обществу в качестве оплаты доли в уставный капитал, остается в пользовании общества в течение срока, на который оно было передано.
0;8.11. Увеличение уставного капитала общества допускается после полной оплаты всех его долей.
0;8.12. Увеличение уставного капитала общества может осуществляться за счет имущества общества, и (или) за счет дополнительных вкладов участников общества, и (или) за счет вкладов третьих лиц, принимаемых в общество. Увеличение уставного капитала Общества осуществляется в соответствии со статьями 18, 19 Федерального закона «Об обществах с ограниченной ответственностью».
0;8.13. Общество вправе, а в случаях, предусмотренных Федеральным законом «Об обществах с ограниченной ответственностью», – обязано уменьшить свой уставный капитал.
0;8.14. Уменьшение уставного капитала общества может осуществляться путем уменьшения номинальной стоимости долей всех участников общества в уставном капитале общества и (или) погашения долей, принадлежащих обществу.
0;8.15. Общество не вправе уменьшать свой уставный капитал, если в результате такого уменьшения его размер станет меньше минимального размера уставного капитала, определенного в соответствии с Федеральным законом «Об обществах с ограниченной ответственностью», на дату представления документов для государственной регистрации соответствующих изменений в уставе общества, а в случаях, если в соответствии с Федеральным законом «Об обществах с ограниченной ответственностью» общество обязано уменьшить свой уставный капитал, на дату государственной регистрации общества.
0;8.16. Уменьшение уставного капитала Общества осуществляется в соответствии со статьей 20 Федерального закона «Об обществах с ограниченной ответственностью».
0;9. ПЕРЕХОД ДОЛИ (ЧАСТИ ДОЛИ) УЧАСТНИКА ОБЩЕСТВА В УСТАВНОМ КАПИТАЛЕ ОБЩЕСТВАК ДРУГИМ УЧАСТНИКАМ ОБЩЕСТВА И ТРЕТЬИМ ЛИЦАМ. ВЫХОД ИЗ ОБЩЕСТВА
0;9.1. Переход доли или части доли в уставном капитале общества к одному или нескольким участникам данного общества либо к третьим лицам осуществляется на основании сделки, в порядке правопреемства или на ином законном основании.
0;9.2. Участник общества вправе продать или осуществить отчуждение иным образом своей доли или части доли в уставном капитале общества одному или нескольким участникам данного общества. Согласие других участников общества или общества на совершение такой сделки не требуется. Продажа либо отчуждение иным образом доли или части доли в уставном капитале общества третьим лицам допускается с согласия других участников общества.
0;9.3. Доля участника общества может быть отчуждена до полной ее оплаты только в части, в которой она оплачена.
0;9.4. Участники общества пользуются преимущественным правом покупки доли или части доли участника общества по цене предложения третьему лицу или по отличной от цены предложения третьему лицу и заранее определенной уставом общества цене (далее – заранее определенная уставом цена) пропорционально размерам своих долей. Уступка преимущественных прав покупки доли или части доли в уставном капитале общества не допускается.
0;9.5. Участник общества, намеренный продать свою долю или часть доли в уставном капитале общества третьему лицу, обязан известить в письменной форме об этом остальных участников общества и само общество путем направления через общество за свой счет оферты, адресованной этим лицам и содержащей указание цены и других условий продажи. Оферта о продаже доли или части доли в уставном капитале общества считается полученной всеми участниками общества в момент ее получения обществом. При этом она может быть акцептована лицом, являющимся участником общества на момент акцепта, а также обществом в случаях, предусмотренных Федеральным законом «Об обществах с ограниченной ответственностью». Оферта считается неполученной, если в срок не позднее дня ее получения обществом участнику общества поступило извещение о ее отзыве. Отзыв оферты о продаже доли или части доли после ее получения обществом допускается только с согласия всех участников общества. Участники общества вправе воспользоваться преимущественным правом покупки доли или части доли в уставном капитале общества в течение тридцати дней с даты получения оферты обществом. При отказе отдельных участников общества от использования преимущественного права покупки доли или части доли в уставном капитале общества либо использовании ими преимущественного права покупки не всей предлагаемой для продажи доли или не всей предлагаемой для продажи части доли другие участники общества могут реализовать преимущественное право покупки доли или части доли в уставном капитале общества в соответствующей части пропорционально размерам своих долей в пределах оставшейся части срока реализации ими преимущественного права покупки доли или части доли.
0;"9.6. Преимущественное право покупки доли или части доли в уставном капитале общества у участника прекращается в день: представления составленного в письменной форме заявления об отказе от использования данного преимущественного права в порядке, предусмотренном настоящим пунктом;Заявления участников общества об отказе от использования преимущественного права покупки доли или части доли должны поступить в общество до истечения срока осуществления указанного преимущественного права, установленного в соответствии с п.9.5 настоящей статьи."
0;9.7. В случае если в течение тридцати дней с даты получения оферты обществом участники общества не воспользуются преимущественным правом покупки доли или части доли в уставном капитале общества, предлагаемых для продажи, в том числе образующихся в результате использования преимущественного права покупки не всей доли или не всей части доли либо отказа отдельных участников общества от преимущественного права покупки доли или части доли в уставном капитале общества, оставшиеся доля или часть доли могут быть проданы третьему лицу по цене, которая не ниже установленной в оферте для его участников цены, и на условиях, которые были сообщены его участникам.
0;9.8. Доли в уставном капитале общества переходят к наследникам граждан и к правопреемникам юридических лиц, являвшихся участниками общества, с согласия остальных участников общества.В случае отказа участников в согласии на переход доли общество обязано выплатить наследникам умершего участника общества, правопреемникам реорганизованного юридического лица – участника общества или участникам ликвидированного юридического лица – участника общества, собственнику имущества ликвидированных учреждения, государственного или муниципального унитарного предприятия – участника общества действительную стоимость доли или части доли, определенную на основании данных бухгалтерской отчетности общества за последний отчетный период, предшествующий дню смерти участника общества, дню завершения реорганизации или ликвидации юридического лица, либо с их согласия выдать им в натуре имущество такой же стоимости.
0;9.9. При продаже доли или части доли в уставном капитале общества с публичных торгов права и обязанности участника общества по такой доле или части доли переходят с согласия участников общества.
0;9.10. Сделка, направленная на отчуждение доли или части доли в уставном капитале общества, подлежит нотариальному удостоверению.
0;9.11. Доля или часть доли в уставном капитале общества переходит к ее приобретателю с момента нотариального удостоверения сделки, направленной на отчуждение доли или части доли в уставном капитале общества, либо в случаях, не требующих нотариального удостоверения, с момента внесения в Единый государственный реестр юридических лиц соответствующих изменений на основании правоустанавливающих документов.
0;9.12. К приобретателю доли или части доли в уставном капитале общества переходят все права и обязанности участника общества, возникшие до совершения сделки, направленной на отчуждение указанной доли или части доли в уставном капитале общества, или до возникновения иного основания ее перехода, за исключением дополнительных прав и дополнительных обязанностей. Участник общества, осуществивший отчуждение своей доли или части доли в уставном капитале общества, несет перед обществом обязанность по внесению вклада в имущество, возникшую до совершения сделки, направленной на отчуждение указанных доли или части доли в уставном капитале общества, солидарно с ее приобретателем.
0;9.13. В случае если предусмотренное в соответствии с пунктом 9.9 настоящего Устава согласие участников общества на переход доли или части доли не получено, доля или часть доли переходит к обществу в день, следующий за датой истечения срока, установленного уставом общества для получения такого согласия участников общества. При этом общество обязано выплатить лицу, которое приобрело долю или часть доли в уставном капитале общества на публичных торгах, действительную стоимость доли или части доли, определенную на основании данных бухгалтерской отчетности общества за последний отчетный период, предшествующий дню приобретения доли или части доли на публичных торгах, либо с их согласия выдать им в натуре имущество такой же стоимости.
0;9.14. В случае выхода участника общества из общества в соответствии с пунктами 9.18 – 9.20 настоящего Устава его доля переходит к обществу. Общество обязано выплатить участнику общества, подавшему заявление о выходе из общества, действительную стоимость его доли в уставном капитале общества, определяемую на основании данных бухгалтерской отчетности общества за последний отчетный период, предшествующий дню подачи заявления о выходе из общества, или с согласия этого участника общества выдать ему в натуре имущество такой же стоимости либо в случае неполной оплаты им доли в уставном капитале общества – действительную стоимость оплаченной части доли. Общество обязано выплатить участнику общества действительную стоимость его доли или части доли в уставном капитале общества либо выдать ему в натуре имущество такой же стоимости в течение трех месяцев со дня возникновения соответствующей обязанности. Положения, устанавливающие иной срок или порядок выплаты действительной стоимости доли или части доли, могут быть предусмотрены Уставом общества при его учреждении, при внесении изменений в Устав общества по решению Общего собрания участников общества, принятому всеми участниками общества единогласно. Исключение из Устава общества указанных положений осуществляется по решению Общего собрания участников общества, принятому двумя третями голосов от общего числа голосов участников общества.
0;"9.15. Доля или часть доли переходит к обществу с даты: 1. получения обществом требования участника общества о ее приобретении; 2. получения обществом заявления участника общества о выходе из общества, если право на выход из общества участника предусмотрено уставом общества; 3. истечения срока оплаты доли в уставном капитале общества или предоставления компенсации, предусмотренной п.3 ст.15 Федерального закона «Об обществах с ограниченной ответственностью»; 4. вступления в законную силу решения суда об исключении участника общества из общества либо решения суда о передаче доли или части доли обществу в соответствии с пунктом 18 статьи 21 Федерального закона «Об обществах с ограниченной ответственностью»; 5. получения от любого участника общества отказа от дачи согласия на переход доли или части доли в уставном капитале общества к наследникам граждан или правопреемникам юридических лиц, являвшихся участниками общества, или на передачу таких доли или части доли учредителям (участникам) ликвидированного юридического лица – участника общества, собственнику имущества ликвидированного учреждения, государственного или муниципального унитарного предприятия – участника общества либо лицу, которое приобрело долю или часть доли в уставном капитале общества на публичных торгах;9.16. Документы для государственной регистрации соответствующих изменений должны быть представлены в орган, осуществляющий государственную регистрацию юридических лиц, в течение месяца со дня перехода доли или части доли к обществу. Указанные изменения приобретают силу для третьих лиц с момента их государственной регистрации."
